Frame#,Time,C7,,,T10,,,CLAV,,,STRN,,,LSHO,,,LELB,,,LWRA,,,LWRB,,,LFIN,,,RSHO,,,RELB,,,RWRA,,,RWRB,,,RFIN,,,LASI,,,RASI,,,LPSI,,,RPSI,,,LTHI,,,LKNE,,,LTIB,,,LANK,,,LHEE,,,LTOE,,,RTHI,,,RKNE,,,RTIB,,,RANK,,,RHEE,,,RTOE,,,RPINKY,,,LPINKY,,,INRKNE,,,INLKNE,,
,,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20,X21,Y21,Z21,X22,Y22,Z22,X23,Y23,Z23,X24,Y24,Z24,X25,Y25,Z25,X26,Y26,Z26,X27,Y27,Z27,X28,Y28,Z28,X29,Y29,Z29,X30,Y30,Z30,X31,Y31,Z31,X32,Y32,Z32,X33,Y33,Z33,X34,Y34,Z34
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,4,0.21735,-0.29053,1.47771,0.21879,-0.31851,1.23015,0.2245,-0.14337,1.38137,0.2258,-0.10817,1.23004,0.03924,-0.21572,1.43904,-0.02969,-0.263,1.12566,-0.0093,-0.27072,0.86634,-0.04684,-0.32279,0.88623,-0.05447,-0.31698,0.80302,0.39017,-0.22579,1.45622,0.48968,-0.085,1.18013,0.3923,0.12817,1.08687,0.44353,0.1178,1.05568,0.42481,0.18553,1.0405,0.10499,-0.11352,0.96737,0.36969,-0.13986,0.96382,0.16968,-0.28328,1.06195,0.255,-0.29188,1.06165,0.0499,-0.07277,0.67596,0.0747,-0.01925,0.49613,0.05897,-0.00351,0.29498,0.09576,0.05039,0.0926,0.13419,-0.0042,0.09273,0.14649,0.1996,0.09324,0.376,-0.20067,0.65852,0.34831,-0.20711,0.46851,0.35226,-0.25831,0.29606,0.29814,-0.30895,0.07369,0.26047,-0.35721,0.10118,0.25025,-0.15689,0.03555,0.3241,-0.20701,0.02834,0.07372,0.16436,0.06683,0.24554,-0.20616,0.47253,0.18149,-0.02679,0.48246
402,4.01,0.21598,-0.28169,1.47618,0.2173,-0.30951,1.22864,0.22327,-0.13448,1.37997,0.22498,-0.09916,1.2287,0.03799,-0.20654,1.43782,-0.03099,-0.26004,1.1257,-0.01054,-0.27275,0.86663,-0.04762,-0.3248,0.88743,-0.05493,-0.32085,0.80399,0.38885,-0.21727,1.45486,0.489,-0.07592,1.17954,0.39043,0.13837,1.09041,0.44151,0.12874,1.05864,0.4225,0.19668,1.04494,0.10484,-0.10365,0.9656,0.36946,-0.13149,0.96269,0.16842,-0.2738,1.06038,0.2537,-0.28298,1.06035,0.04906,-0.0673,0.67244,0.07397,-0.01255,0.49378,0.05748,0.01285,0.29396,0.09432,0.07648,0.09415,0.13234,0.02147,0.09176,0.14617,0.22554,0.10083,0.37564,-0.19377,0.65754,0.34795,-0.20172,0.46748,0.35203,-0.25494,0.2956,0.29802,-0.3085,0.07386,0.26046,-0.3564,0.10175,0.25029,-0.15675,0.03554,0.32407,-0.20699,0.02832,0.07309,0.19199,0.07268,0.2452,-0.20069,0.47153,0.18068,-0.0208,0.47929
403,4.02,0.21451,-0.27285,1.47456,0.21574,-0.30046,1.227,0.22196,-0.12557,1.37847,0.22406,-0.09011,1.22726,0.03667,-0.19735,1.43648,-0.0323,-0.25662,1.12567,-0.01173,-0.27407,0.86693,-0.0484,-0.32607,0.88859,-0.05541,-0.32387,0.80497,0.38747,-0.20874,1.45335,0.48825,-0.06711,1.1786,0.38857,0.14812,1.09328,0.43951,0.13915,1.06097,0.42023,0.20727,1.04865,0.10466,-0.09382,0.96366,0.36917,-0.12306,0.96149,0.1671,-0.26429,1.05869,0.25236,-0.27402,1.05893,0.04806,-0.06145,0.66908,0.07301,-0.00566,0.49151,0.05607,0.02831,0.29318,0.09316,0.10064,0.09611,0.13084,0.04536,0.0915,0.14602,0.24941,0.10811,0.37526,-0.18683,0.6565,0.34759,-0.19627,0.46639,0.35181,-0.25151,0.29511,0.29792,-0.30802,0.07405,0.26049,-0.35557,0.10236,0.25032,-0.15662,0.03553,0.32404,-0.20696,0.0283,0.07273,0.21743,0.07831,0.24486,-0.19515,0.47049,0.17972,-0.01448,0.4763
404,4.03,0.21297,-0.26398,1.47286,0.21412,-0.29137,1.22526,0.22058,-0.11664,1.37689,0.22304,-0.08102,1.22573,0.03526,-0.18815,1.43503,-0.03361,-0.25271,1.12553,-0.01287,-0.27468,0.86718,-0.04921,-0.32658,0.88965,-0.05595,-0.32602,0.80591,0.38605,-0.20021,1.4517,0.48743,-0.05857,1.17733,0.38673,0.15744,1.09545,0.43752,0.14908,1.06265,0.41799,0.21733,1.05161,0.10444,-0.08405,0.96155,0.36882,-0.11458,0.9602,0.16575,-0.25479,1.05689,0.25099,-0.265,1.05742,0.04695,-0.05495,0.66602,0.07193,0.00151,0.48933,0.05473,0.04276,0.29252,0.09221,0.12267,0.09815,0.12962,0.06727,0.09167,0.14595,0.27112,0.11469,0.37485,-0.17985,0.6554,0.34722,-0.19076,0.46524,0.35159,-0.24805,0.29461,0.29784,-0.30752,0.07427,0.26055,-0.35474,0.10299,0.25035,-0.1565,0.03552,0.32403,-0.2069,0.02827,0.07253,0.24056,0.08333,0.2445,-0.18958,0.46939,0.17865,-0.00771,0.47352
405,4.04,0.21134,-0.25508,1.4711,0.21245,-0.28223,1.22345,0.21914,-0.10768,1.37523,0.22194,-0.0719,1.22413,0.03377,-0.17895,1.43347,-0.03494,-0.24831,1.12525,-0.01394,-0.27459,0.86734,-0.05008,-0.32629,0.89058,-0.05654,-0.32727,0.80675,0.38459,-0.19167,1.44995,0.48654,-0.05028,1.17575,0.38489,0.16634,1.0969,0.43554,0.15852,1.06368,0.4158,0.22688,1.05378,0.10415,-0.07435,0.95933,0.36839,-0.10604,0.95883,0.16437,-0.24531,1.05502,0.2496,-0.25594,1.05584,0.04581,-0.04759,0.66333,0.0708,0.00903,0.48722,0.0535,0.05614,0.29183,0.09138,0.14243,0.09995,0.1286,0.08701,0.09195,0.14587,0.29056,0.12021,0.3744,-0.17283,0.65424,0.34683,-0.18519,0.46405,0.35138,-0.24456,0.29408,0.29779,-0.30702,0.0745,0.26064,-0.35391,0.10365,0.25038,-0.1564,0.03552,0.32403,-0.20683,0.02822,0.0724,0.26125,0.08745,0.24412,-0.18396,0.46823,0.17753,-0.00042,0.47095
406,4.05,0.20965,-0.24614,1.4693,0.21072,-0.27304,1.22158,0.21763,-0.09869,1.37351,0.22076,-0.06275,1.22246,0.03218,-0.16975,1.43182,-0.03628,-0.2434,1.12481,-0.01497,-0.27379,0.86738,-0.05103,-0.32519,0.89135,-0.05719,-0.32762,0.80746,0.3831,-0.18311,1.44812,0.48557,-0.04224,1.17389,0.38307,0.17483,1.09763,0.43359,0.16751,1.06404,0.41366,0.23593,1.05514,0.10375,-0.06473,0.95703,0.36786,-0.09744,0.95737,0.16298,-0.23586,1.05311,0.2482,-0.24684,1.05421,0.04473,-0.03924,0.66108,0.0697,0.01698,0.48519,0.0524,0.06845,0.29099,0.09059,0.15981,0.10123,0.12771,0.10444,0.09206,0.14571,0.30767,0.12437,0.37388,-0.16578,0.65301,0.34641,-0.17956,0.46281,0.35116,-0.24103,0.29354,0.29777,-0.30652,0.07477,0.26078,-0.35307,0.10436,0.2504,-0.15631,0.03551,0.32405,-0.20675,0.02817,0.07225,0.2794,0.0904,0.24369,-0.17831,0.46703,0.17644,0.00741,0.46859
407,4.06,0.20789,-0.23717,1.46747,0.20896,-0.26382,1.21968,0.21606,-0.08967,1.37176,0.21949,-0.05358,1.22074,0.03052,-0.16054,1.43011,-0.03763,-0.23797,1.1242,-0.01598,-0.27227,0.86728,-0.05206,-0.32324,0.89193,-0.05792,-0.32705,0.80801,0.38156,-0.17451,1.44622,0.48451,-0.03443,1.17176,0.38127,0.18295,1.09761,0.43167,0.17604,1.06372,0.41158,0.2445,1.05567,0.10322,-0.05517,0.95471,0.36722,-0.08878,0.95582,0.16159,-0.22646,1.05118,0.24681,-0.23769,1.05255,0.04379,-0.02992,0.65924,0.06869,0.02542,0.48324,0.05144,0.07976,0.28992,0.08982,0.17474,0.10175,0.12689,0.11948,0.09178,0.14543,0.32241,0.12696,0.37329,-0.15867,0.65172,0.34595,-0.17384,0.46152,0.35092,-0.23744,0.29298,0.29778,-0.306,0.07509,0.26096,-0.35221,0.10512,0.25042,-0.15624,0.0355,0.32408,-0.20666,0.0281,0.07202,0.29494,0.09201,0.24319,-0.17263,0.46578,0.17541,0.01578,0.46641
408,4.07,0.20607,-0.22815,1.46564,0.20717,-0.25457,1.21778,0.21442,-0.08062,1.36998,0.21813,-0.04439,1.219,0.02877,-0.15134,1.42834,-0.03899,-0.23202,1.12341,-0.01701,-0.26998,0.86702,-0.05318,-0.32044,0.89231,-0.05874,-0.32554,0.80836,0.37998,-0.16586,1.44428,0.48335,-0.02682,1.16942,0.3795,0.19071,1.09685,0.42979,0.18413,1.06272,0.40957,0.25261,1.05533,0.10256,-0.04565,0.95243,0.36646,-0.08005,0.95421,0.16022,-0.21709,1.04924,0.24542,-0.22849,1.05088,0.04305,-0.01973,0.65779,0.06782,0.03439,0.4814,0.05062,0.09016,0.28857,0.08903,0.18725,0.10138,0.12612,0.13211,0.09096,0.14505,0.33482,0.12781,0.37262,-0.1515,0.65039,0.34544,-0.16799,0.46019,0.35065,-0.23377,0.29243,0.29783,-0.30547,0.07548,0.26117,-0.35134,0.10597,0.25044,-0.15618,0.03549,0.32412,-0.20656,0.02802,0.0717,0.30789,0.09214,0.24259,-0.16687,0.46449,0.17448,0.02463,0.46442
409,4.08,0.2042,-0.2191,1.46383,0.20535,-0.2453,1.2159,0.21273,-0.07153,1.3682,0.21669,-0.03517,1.21724,0.02693,-0.14214,1.42655,-0.04037,-0.22555,1.12246,-0.01809,-0.26688,0.86658,-0.05439,-0.31677,0.89245,-0.05964,-0.32309,0.8085,0.37835,-0.15715,1.44234,0.48211,-0.01941,1.16689,0.37775,0.19812,1.09534,0.42795,0.19178,1.06102,0.40765,0.26025,1.05412,0.10176,-0.03614,0.95021,0.36558,-0.07125,0.95255,0.15885,-0.20775,1.04733,0.24403,-0.21924,1.04923,0.04252,-0.0089,0.65665,0.06708,0.04387,0.47969,0.04994,0.09973,0.28694,0.08825,0.19747,0.10007,0.12536,0.14244,0.08957,0.14463,0.34502,0.12683,0.37185,-0.14423,0.649,0.34486,-0.16197,0.45882,0.35035,-0.22998,0.2919,0.29791,-0.30492,0.07596,0.26141,-0.35042,0.10693,0.25046,-0.15612,0.03547,0.32417,-0.20646,0.02792,0.07132,0.31837,0.09074,0.24189,-0.16101,0.46317,0.17367,0.03391,0.4626
410,4.09,0.20228,-0.21001,1.46205,0.20352,-0.23601,1.21408,0.21097,-0.06241,1.36645,0.21517,-0.02593,1.21552,0.02503,-0.13295,1.42475,-0.04177,-0.21858,1.12135,-0.01926,-0.2629,0.86597,-0.05569,-0.31224,0.89236,-0.06065,-0.31967,0.80842,0.37666,-0.14838,1.44041,0.48076,-0.01219,1.1642,0.37604,0.20519,1.09309,0.42618,0.19899,1.05862,0.40582,0.26744,1.05202,0.10084,-0.0266,0.94809,0.36459,-0.0624,0.95085,0.15747,-0.19841,1.04545,0.24262,-0.2099,1.0476,0.04217,0.00232,0.65575,0.06646,0.05378,0.47813,0.04939,0.10859,0.28506,0.0875,0.20565,0.09792,0.12462,0.15069,0.08767,0.14425,0.35326,0.12406,0.37097,-0.13684,0.64758,0.34421,-0.15573,0.45742,0.34999,-0.22605,0.2914,0.29802,-0.30432,0.07657,0.26167,-0.34946,0.10804,0.25049,-0.15606,0.03546,0.32421,-0.20636,0.02783,0.07096,0.32662,0.08783,0.24107,-0.15497,0.4618,0.17294,0.0435,0.46097
411,4.1,0.20032,-0.20089,1.46034,0.20168,-0.22671,1.21232,0.20916,-0.05327,1.36476,0.21358,-0.01666,1.21384,0.02305,-0.12376,1.42299,-0.0432,-0.21111,1.12009,-0.02052,-0.25799,0.86517,-0.05708,-0.30683,0.89202,-0.06175,-0.31528,0.8081,0.37491,-0.13952,1.43851,0.4793,-0.00518,1.16139,0.37439,0.21192,1.0901,0.42447,0.20575,1.05553,0.40409,0.27416,1.04901,0.0998,-0.01701,0.94612,0.36349,-0.05349,0.94915,0.15605,-0.18903,1.04364,0.24117,-0.20048,1.04602,0.04196,0.01366,0.65503,0.06592,0.064,0.47672,0.04895,0.11686,0.283,0.0868,0.21214,0.0951,0.12394,0.15721,0.08546,0.144,0.3599,0.11965,0.36998,-0.12929,0.64614,0.34346,-0.14923,0.456,0.34957,-0.22194,0.29096,0.29817,-0.30367,0.07735,0.26194,-0.34841,0.10933,0.25053,-0.15601,0.03545,0.32423,-0.20627,0.02773,0.07068,0.33299,0.08353,0.24016,-0.14868,0.46039,0.17225,0.0533,0.45954
412,4.11,0.1983,-0.19176,1.45874,0.19982,-0.21737,1.21066,0.20729,-0.04411,1.36317,0.21193,-0.00735,1.21227,0.02101,-0.11458,1.42127,-0.04466,-0.20316,1.11871,-0.02187,-0.25212,0.86419,-0.05854,-0.30055,0.89142,-0.06294,-0.3099,0.80753,0.37309,-0.1306,1.43669,0.47773,0.00162,1.15847,0.37279,0.21833,1.08639,0.42283,0.21205,1.05175,0.40248,0.28042,1.0451,0.09867,-0.00736,0.94433,0.36232,-0.04452,0.94747,0.15456,-0.17962,1.04195,0.23968,-0.19096,1.0445,0.0418,0.02488,0.65443,0.0654,0.07432,0.47548,0.04863,0.12468,0.28089,0.08621,0.2174,0.09191,0.12336,0.16242,0.08317,0.14393,0.36537,0.11389,0.36889,-0.12155,0.64469,0.34262,-0.14242,0.45459,0.3491,-0.21763,0.29061,0.29834,-0.30295,0.07833,0.2622,-0.34728,0.11087,0.25058,-0.15594,0.03543,0.32421,-0.20616,0.02764,0.07055,0.33792,0.0781,0.23914,-0.14206,0.45894,0.17157,0.06312,0.45834
413,4.12,0.19623,-0.18263,1.45729,0.19793,-0.20802,1.20913,0.20538,-0.03494,1.36172,0.21022,0.00199,1.21085,0.01891,-0.10542,1.41964,-0.04615,-0.19474,1.11723,-0.02328,-0.2453,0.86303,-0.06005,-0.29341,0.89058,-0.06422,-0.30349,0.80672,0.3712,-0.12163,1.43497,0.47604,0.0082,1.1555,0.37125,0.22441,1.08197,0.42126,0.21787,1.04731,0.401,0.28619,1.04028,0.09746,0.00234,0.94278,0.36108,-0.03549,0.94585,0.153,-0.17016,1.04042,0.23814,-0.18134,1.04308,0.04162,0.03577,0.65395,0.06483,0.08456,0.47443,0.04843,0.13219,0.27886,0.08576,0.22191,0.08866,0.12291,0.16681,0.08109,0.14408,0.37013,0.10717,0.36768,-0.11357,0.64327,0.34169,-0.13527,0.4532,0.34856,-0.21309,0.29039,0.29853,-0.30213,0.07958,0.26246,-0.34601,0.11271,0.25064,-0.15585,0.03541,0.32415,-0.20605,0.02756,0.0706,0.34189,0.07185,0.23802,-0.13508,0.45746,0.17083,0.07281,0.45736
414,4.13,0.19412,-0.1735,1.45605,0.19603,-0.19864,1.20779,0.20343,-0.02578,1.36048,0.20848,0.01135,1.20964,0.01676,-0.09627,1.41814,-0.04768,-0.18587,1.1157,-0.02473,-0.23753,0.86173,-0.06161,-0.28538,0.88951,-0.06558,-0.29605,0.80568,0.36927,-0.11263,1.4334,0.47422,0.01456,1.15252,0.36979,0.23013,1.07686,0.41976,0.22319,1.04222,0.39965,0.29144,1.03459,0.09618,0.01206,0.94154,0.35978,-0.0264,0.94433,0.15136,-0.16067,1.03912,0.23656,-0.17165,1.04179,0.04132,0.04616,0.65359,0.06415,0.09451,0.4736,0.04831,0.13953,0.27707,0.08547,0.22609,0.08568,0.12262,0.17082,0.07945,0.14443,0.37459,0.09993,0.36637,-0.10531,0.64189,0.34067,-0.12772,0.45186,0.34795,-0.20828,0.29034,0.29873,-0.30118,0.08115,0.2627,-0.34457,0.11491,0.2507,-0.15575,0.03539,0.324,-0.20591,0.02752,0.07082,0.34532,0.06518,0.23679,-0.12767,0.45599,0.17001,0.0822,0.45664
415,4.14,0.19196,-0.16439,1.45508,0.19411,-0.18926,1.2067,0.20145,-0.01664,1.3595,0.20671,0.02071,1.2087,0.01457,-0.08717,1.41681,-0.04925,-0.17654,1.11416,-0.0262,-0.22881,0.86033,-0.06321,-0.27647,0.88824,-0.067,-0.28753,0.80442,0.3673,-0.10362,1.43205,0.47227,0.0207,1.14959,0.3684,0.23549,1.07111,0.41836,0.22797,1.03654,0.39846,0.29614,1.02805,0.09481,0.02175,0.94068,0.35842,-0.01725,0.94295,0.14967,-0.15119,1.03813,0.23498,-0.16191,1.0407,0.04082,0.05597,0.65338,0.0633,0.10406,0.47305,0.04823,0.14682,0.27566,0.0853,0.23024,0.08314,0.12245,0.17472,0.07839,0.14496,0.37894,0.09256,0.36496,-0.09673,0.64059,0.33957,-0.11972,0.45061,0.34727,-0.20316,0.29053,0.29893,-0.30005,0.0831,0.2629,-0.34292,0.11755,0.25077,-0.15562,0.03536,0.32376,-0.20573,0.02753,0.07116,0.3485,0.05849,0.23543,-0.1198,0.45458,0.16912,0.09119,0.45622
416,4.15,0.18977,-0.15531,1.45442,0.1922,-0.17988,1.2059,0.19945,-0.00752,1.35884,0.20493,0.03006,1.20808,0.01236,-0.07812,1.41571,-0.05084,-0.16678,1.11267,-0.02767,-0.21913,0.85887,-0.06482,-0.26665,0.88681,-0.06847,-0.2779,0.80299,0.36533,-0.09462,1.43097,0.47017,0.02663,1.14678,0.36709,0.24044,1.06476,0.41704,0.23216,1.03032,0.39743,0.30022,1.02071,0.09335,0.03136,0.94024,0.35699,-0.00803,0.94175,0.14797,-0.14176,1.03752,0.23344,-0.15217,1.03984,0.04005,0.06518,0.65335,0.06227,0.11317,0.4728,0.04808,0.1541,0.27468,0.08522,0.23436,0.08109,0.12234,0.17856,0.07789,0.14561,0.38317,0.08536,0.36346,-0.08777,0.63941,0.33843,-0.11121,0.44948,0.34653,-0.19768,0.291,0.29911,-0.29868,0.0855,0.26306,-0.34098,0.1207,0.25084,-0.15547,0.03533,0.32339,-0.2055,0.02761,0.07152,0.35147,0.05206,0.23395,-0.11142,0.45327,0.16816,0.09974,0.45616
417,4.16,0.18758,-0.14628,1.45409,0.19031,-0.17054,1.20542,0.19743,0.00157,1.35854,0.20316,0.03935,1.20781,0.01015,-0.06915,1.41488,-0.05246,-0.1566,1.11128,-0.02914,-0.20847,0.8574,-0.06645,-0.25592,0.88525,-0.06997,-0.26714,0.80142,0.36339,-0.08566,1.43024,0.46793,0.03234,1.14415,0.36589,0.24496,1.05787,0.41583,0.23571,1.02361,0.39659,0.30362,1.01262,0.09177,0.04082,0.94027,0.35546,0.00125,0.94078,0.14632,-0.13243,1.03732,0.23198,-0.14249,1.03928,0.03896,0.07385,0.65354,0.06108,0.1219,0.47287,0.0478,0.16131,0.27412,0.08516,0.23833,0.07948,0.12222,0.18224,0.07783,0.14632,0.38711,0.07849,0.36188,-0.0784,0.63837,0.33728,-0.10214,0.44851,0.34575,-0.19178,0.29182,0.29926,-0.29702,0.08841,0.26314,-0.33868,0.12443,0.25088,-0.1553,0.03529,0.32287,-0.20521,0.0278,0.07181,0.35418,0.0461,0.23239,-0.10245,0.45209,0.16717,0.10792,0.45653
418,4.17,0.18539,-0.13733,1.4541,0.18846,-0.16126,1.20529,0.19542,0.01061,1.3586,0.20141,0.04859,1.20791,0.00797,-0.06027,1.41436,-0.05409,-0.14602,1.11006,-0.0306,-0.19682,0.85599,-0.06808,-0.24427,0.88363,-0.0715,-0.25521,0.79977,0.36147,-0.07675,1.42989,0.46553,0.03781,1.14176,0.3648,0.24899,1.05049,0.41471,0.23855,1.0165,0.39595,0.30627,1.00385,0.09005,0.05008,0.94074,0.35381,0.01056,0.94006,0.14477,-0.12321,1.03755,0.23061,-0.13292,1.03904,0.03753,0.08211,0.65397,0.05978,0.13036,0.47324,0.04736,0.16829,0.27392,0.08507,0.24193,0.07821,0.12206,0.18562,0.0781,0.14699,0.39059,0.07208,0.36026,-0.06859,0.63751,0.33616,-0.09244,0.44774,0.34493,-0.18542,0.29302,0.29936,-0.29498,0.09186,0.26313,-0.33592,0.12878,0.2509,-0.15512,0.03523,0.3222,-0.20483,0.02811,0.07192,0.3565,0.04074,0.23078,-0.09281,0.45109,0.16613,0.11588,0.45737
419,4.18,0.18324,-0.1285,1.45443,0.18668,-0.15207,1.20549,0.19343,0.01959,1.35901,0.1997,0.05774,1.20835,0.00584,-0.05148,1.41418,-0.05574,-0.13508,1.10907,-0.03204,-0.18417,0.85469,-0.0697,-0.23171,0.882,-0.07305,-0.24212,0.79808,0.3596,-0.06789,1.42995,0.46299,0.04303,1.13964,0.36385,0.25249,1.04271,0.41371,0.24065,1.00906,0.39551,0.30811,0.99448,0.08818,0.0591,0.94163,0.35204,0.01988,0.93964,0.14336,-0.11415,1.03818,0.22935,-0.12351,1.03914,0.0358,0.09011,0.65466,0.05844,0.13863,0.47388,0.04677,0.17489,0.27396,0.08493,0.24505,0.07721,0.12185,0.18859,0.07855,0.14757,0.3935,0.06623,0.3586,-0.05832,0.63684,0.33511,-0.08206,0.44718,0.34411,-0.17851,0.29463,0.29938,-0.29249,0.09587,0.263,-0.33261,0.1338,0.25086,-0.15492,0.03515,0.32139,-0.20434,0.02858,0.07176,0.35837,0.03612,0.2292,-0.08241,0.45026,0.16504,0.12376,0.45863
420,4.19,0.18113,-0.1198,1.45506,0.18498,-0.14302,1.20601,0.19147,0.02849,1.35973,0.19801,0.0668,1.2091,0.00379,-0.04279,1.41434,-0.0574,-0.12381,1.10834,-0.03346,-0.17052,0.85354,-0.07129,-0.21825,0.88039,-0.0746,-0.22786,0.79639,0.35778,-0.05907,1.43042,0.46032,0.04799,1.13782,0.36305,0.25541,1.03458,0.41284,0.24195,1.00136,0.39528,0.30909,0.9846,0.08617,0.06785,0.94285,0.35012,0.02918,0.93951,0.14206,-0.10525,1.03916,0.22816,-0.11428,1.03958,0.03384,0.09799,0.65561,0.0571,0.14674,0.47471,0.04609,0.18102,0.27418,0.08476,0.24766,0.07643,0.1216,0.19109,0.07912,0.14805,0.39582,0.06105,0.35695,-0.0476,0.63638,0.33419,-0.07098,0.44685,0.34329,-0.17102,0.29668,0.29931,-0.28947,0.10044,0.26273,-0.32863,0.13949,0.25074,-0.15473,0.03505,0.32044,-0.20372,0.02925,0.0713,0.3598,0.03234,0.22773,-0.07118,0.4496,0.16386,0.13164,0.46022
421,4.2,0.17909,-0.11124,1.45597,0.18336,-0.13413,1.20681,0.18957,0.03731,1.36072,0.19634,0.07574,1.21012,0.00182,-0.03419,1.41485,-0.05907,-0.11228,1.10789,-0.03486,-0.15588,0.85257,-0.07283,-0.20392,0.87882,-0.07615,-0.21246,0.79474,0.35599,-0.0503,1.43125,0.45756,0.05272,1.1363,0.36243,0.25771,1.02619,0.41213,0.24247,0.9935,0.39524,0.30916,0.9743,0.08404,0.07634,0.94433,0.34808,0.03842,0.9397,0.14086,-0.09653,1.04042,0.22702,-0.10526,1.04033,0.03173,0.10586,0.65678,0.05578,0.15466,0.47567,0.04537,0.18663,0.27451,0.08459,0.24976,0.07583,0.12132,0.19311,0.07972,0.14848,0.39758,0.05663,0.35534,-0.03646,0.63614,0.33341,-0.0592,0.44677,0.34248,-0.16288,0.29914,0.29913,-0.28582,0.10555,0.26229,-0.32389,0.14582,0.25052,-0.15454,0.03494,0.3194,-0.20294,0.03015,0.07059,0.36084,0.02946,0.22643,-0.05906,0.44908,0.16261,0.13952,0.462
422,4.21,0.17712,-0.10282,1.45709,0.18183,-0.12542,1.20786,0.18772,0.04601,1.36193,0.19469,0.08453,1.21136,-0.00005,-0.02568,1.41567,-0.06076,-0.10054,1.10772,-0.03627,-0.14027,0.85181,-0.07432,-0.18878,0.87732,-0.07768,-0.19595,0.79316,0.35423,-0.04158,1.43239,0.45473,0.05722,1.13508,0.36199,0.25937,1.0176,0.41158,0.24222,0.98558,0.3954,0.30832,0.96371,0.08183,0.08455,0.94597,0.34591,0.04754,0.94019,0.13971,-0.08798,1.04188,0.22588,-0.09645,1.04135,0.02961,0.1137,0.65812,0.05451,0.16231,0.47669,0.04465,0.19173,0.2749,0.08447,0.25141,0.07538,0.12104,0.19466,0.08032,0.14893,0.39886,0.05295,0.35381,-0.02495,0.63611,0.3328,-0.04676,0.44695,0.34168,-0.15407,0.302,0.29882,-0.2815,0.11115,0.26166,-0.3183,0.15274,0.25018,-0.15433,0.03483,0.31829,-0.20198,0.03132,0.06973,0.36157,0.02744,0.22537,-0.04605,0.44869,0.1613,0.1473,0.46382
423,4.22,0.17523,-0.0945,1.45838,0.18037,-0.1169,1.20911,0.18594,0.05458,1.36331,0.19305,0.09315,1.21275,-0.00185,-0.01725,1.41676,-0.06248,-0.08865,1.10782,-0.03768,-0.12374,0.85127,-0.07574,-0.17286,0.8759,-0.07919,-0.17838,0.79167,0.3525,-0.0329,1.43376,0.45187,0.06152,1.13412,0.36172,0.26038,1.00886,0.41123,0.24127,0.97769,0.39572,0.30658,0.95292,0.07955,0.09252,0.94769,0.34365,0.05649,0.94096,0.13855,-0.07962,1.04347,0.2247,-0.08787,1.04259,0.02755,0.12144,0.65951,0.0533,0.1696,0.47771,0.04395,0.19637,0.27533,0.08441,0.25266,0.07505,0.12078,0.19578,0.0809,0.14944,0.39973,0.04999,0.3524,-0.01315,0.63631,0.33238,-0.03371,0.44738,0.34089,-0.14459,0.30521,0.29837,-0.27643,0.11718,0.26078,-0.31181,0.16016,0.24971,-0.15405,0.03475,0.31713,-0.20078,0.0328,0.06889,0.36205,0.02615,0.2246,-0.03217,0.44842,0.15996,0.15484,0.46557
424,4.23,0.17342,-0.08627,1.45978,0.17897,-0.10859,1.21052,0.18422,0.063,1.36479,0.19139,0.10159,1.21425,-0.00356,-0.00889,1.41808,-0.06424,-0.07666,1.10816,-0.03911,-0.10636,0.85096,-0.07708,-0.15623,0.87454,-0.08068,-0.15982,0.7903,0.35079,-0.02428,1.4353,0.44902,0.06565,1.13339,0.36161,0.26075,1.00005,0.41107,0.23968,0.96994,0.3962,0.30397,0.94205,0.07724,0.10027,0.94942,0.34134,0.06523,0.94199,0.13733,-0.07143,1.04514,0.22344,-0.07952,1.044,0.02564,0.12892,0.66088,0.05216,0.17647,0.47867,0.04332,0.20057,0.27576,0.08444,0.25358,0.07482,0.12056,0.19652,0.08144,0.15004,0.40031,0.04764,0.35113,-0.00115,0.63673,0.33214,-0.02015,0.44807,0.3401,-0.13447,0.30875,0.29775,-0.27058,0.1236,0.25964,-0.30438,0.16798,0.24914,-0.15361,0.03478,0.31595,-0.19932,0.03463,0.06814,0.36236,0.02543,0.22411,-0.0175,0.44826,0.15865,0.16198,0.46715
