Frame#,Time,C7,,,T10,,,CLAV,,,STRN,,,LSHO,,,LELB,,,LWRA,,,LWRB,,,LFIN,,,RSHO,,,RELB,,,RWRA,,,RWRB,,,RFIN,,,LASI,,,RASI,,,LPSI,,,RPSI,,,LTHI,,,LKNE,,,LTIB,,,LANK,,,LHEE,,,LTOE,,,RTHI,,,RKNE,,,RTIB,,,RANK,,,RHEE,,,RTOE,,,RPINKY,,,LPINKY,,,INRKNE,,,INLKNE,,
,,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20,X21,Y21,Z21,X22,Y22,Z22,X23,Y23,Z23,X24,Y24,Z24,X25,Y25,Z25,X26,Y26,Z26,X27,Y27,Z27,X28,Y28,Z28,X29,Y29,Z29,X30,Y30,Z30,X31,Y31,Z31,X32,Y32,Z32,X33,Y33,Z33,X34,Y34,Z34
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,4.14,0.17572,-0.02207,1.46315,0.17635,-0.04831,1.21379,0.18405,0.12816,1.36964,0.19012,0.16548,1.21878,-0.00051,0.04887,1.427,-0.06536,-0.00051,1.11418,-0.04227,0.01106,0.85526,-0.07518,-0.04603,0.87032,-0.08275,-0.03353,0.78796,0.35046,0.03981,1.43925,0.45221,0.12187,1.13611,0.37188,0.30992,0.98647,0.42273,0.28567,0.96041,0.40779,0.34608,0.92303,0.07282,0.16267,0.95357,0.33432,0.12004,0.94176,0.13049,-0.00996,1.04909,0.2163,-0.02069,1.04643,0.02649,0.19398,0.66319,0.05917,0.23944,0.48074,0.05428,0.25343,0.27631,0.10103,0.29021,0.07409,0.13286,0.2308,0.08328,0.17615,0.43253,0.03989,0.34895,0.06674,0.6347,0.33388,0.05753,0.4485,0.33092,-0.07312,0.32599,0.27688,-0.22745,0.15582,0.23559,-0.24842,0.20727,0.22625,-0.1385,0.03947,0.28975,-0.18499,0.04375,0.08595,0.39722,0.02502,0.22692,0.07579,0.44254,0.16429,0.2192,0.47129
416,4.15,0.17455,-0.01406,1.46456,0.17524,-0.04063,1.21528,0.18298,0.13615,1.37098,0.18891,0.17332,1.22007,-0.00158,0.05732,1.42858,-0.06681,0.01373,1.11479,-0.04357,0.03241,0.85636,-0.07636,-0.02527,0.86965,-0.08447,-0.00983,0.78797,0.34929,0.04816,1.44058,0.45063,0.12534,1.13558,0.37309,0.30808,0.97784,0.42435,0.28266,0.95356,0.40961,0.34139,0.91299,0.07129,0.16987,0.95478,0.33278,0.12772,0.94324,0.12928,-0.00244,1.05053,0.21503,-0.01319,1.04776,0.02557,0.19977,0.66369,0.05868,0.24441,0.48108,0.0543,0.25613,0.27647,0.10138,0.29039,0.07405,0.13308,0.23088,0.08356,0.17669,0.43276,0.03944,0.34908,0.07956,0.63582,0.33493,0.07383,0.45015,0.33175,-0.05864,0.33021,0.27724,-0.21654,0.16351,0.23562,-0.23575,0.21581,0.2271,-0.13346,0.04194,0.28945,-0.17972,0.04853,0.08584,0.39727,0.02519,0.22817,0.09344,0.44317,0.16372,0.22395,0.47195
417,4.16,0.17343,-0.00622,1.46599,0.17406,-0.03312,1.21678,0.18197,0.14398,1.3723,0.18773,0.18098,1.22132,-0.0026,0.06564,1.43017,-0.06827,0.028,1.11552,-0.04483,0.05385,0.85782,-0.07755,-0.00432,0.86926,-0.08621,0.01415,0.7884,0.3482,0.05629,1.44184,0.44911,0.12877,1.13515,0.37438,0.30574,0.96949,0.42607,0.27937,0.94712,0.41146,0.33626,0.90343,0.06989,0.17684,0.95583,0.33135,0.13511,0.9448,0.12801,0.00489,1.05195,0.21374,-0.00592,1.0491,0.02475,0.20512,0.66405,0.05822,0.24887,0.4813,0.05435,0.25845,0.27655,0.10171,0.2905,0.07402,0.13332,0.23094,0.08383,0.17709,0.43295,0.03915,0.34919,0.09215,0.63716,0.33584,0.09007,0.45206,0.33254,-0.04393,0.33444,0.27737,-0.20512,0.17118,0.23534,-0.22263,0.22404,0.22874,-0.12671,0.04506,0.28957,-0.17324,0.05413,0.08578,0.39729,0.02534,0.22924,0.11085,0.44426,0.16321,0.22823,0.47245
418,4.17,0.17235,0.00144,1.46744,0.1728,-0.02577,1.21828,0.18102,0.15165,1.37357,0.18657,0.18843,1.22253,-0.00357,0.07382,1.43175,-0.06975,0.04226,1.11638,-0.04606,0.07535,0.85963,-0.07878,0.01679,0.86915,-0.08796,0.03834,0.78926,0.34717,0.06418,1.44303,0.44763,0.13217,1.13482,0.37574,0.30296,0.96146,0.42788,0.27584,0.94112,0.41338,0.33077,0.89442,0.0686,0.18358,0.95676,0.33004,0.14225,0.94641,0.12673,0.01201,1.05335,0.21245,0.00113,1.05043,0.02404,0.21013,0.66433,0.05779,0.2529,0.48141,0.05442,0.26045,0.27656,0.10204,0.29058,0.07398,0.13357,0.231,0.08407,0.17739,0.4331,0.03895,0.34927,0.10447,0.63872,0.3366,0.10611,0.45423,0.3332,-0.02913,0.33863,0.27725,-0.19326,0.1787,0.23468,-0.20915,0.23177,0.23135,-0.11814,0.04876,0.29026,-0.16541,0.06041,0.08575,0.39731,0.02546,0.2301,0.12786,0.44582,0.16279,0.23211,0.47283
419,4.18,0.17128,0.00891,1.46892,0.17149,-0.01858,1.21976,0.18011,0.15916,1.37481,0.18546,0.19569,1.22368,-0.00451,0.08187,1.4333,-0.07124,0.05647,1.11734,-0.04724,0.09685,0.86179,-0.08002,0.03799,0.86933,-0.08972,0.06265,0.79056,0.34621,0.07182,1.44415,0.44619,0.13552,1.13457,0.37718,0.29979,0.95381,0.42974,0.27211,0.93558,0.41538,0.32496,0.886,0.06739,0.19007,0.95758,0.32884,0.14917,0.94806,0.12548,0.01892,1.05473,0.21121,0.00798,1.05175,0.02345,0.21487,0.66457,0.05741,0.25659,0.48146,0.05447,0.26225,0.27653,0.10234,0.29064,0.07395,0.13381,0.23107,0.08429,0.17761,0.43322,0.03882,0.34932,0.11648,0.64049,0.33723,0.12186,0.45665,0.33367,-0.01436,0.34274,0.27689,-0.18096,0.18592,0.23356,-0.19535,0.23879,0.235,-0.10773,0.0529,0.29163,-0.15614,0.06715,0.08574,0.39733,0.02554,0.23078,0.14439,0.44781,0.16244,0.23567,0.47311
420,4.19,0.17023,0.01618,1.47043,0.17016,-0.01154,1.22124,0.17926,0.1665,1.37601,0.18441,0.20276,1.22479,-0.00541,0.0898,1.43481,-0.07273,0.07059,1.11842,-0.04836,0.11828,0.86431,-0.08127,0.05923,0.86983,-0.09146,0.08699,0.79234,0.34531,0.0792,1.44522,0.4448,0.13879,1.13441,0.3787,0.2963,0.94662,0.43166,0.26821,0.93053,0.41748,0.31889,0.87821,0.06624,0.19631,0.95832,0.32771,0.15592,0.94974,0.12429,0.02561,1.05606,0.21003,0.01464,1.05307,0.02298,0.21938,0.66478,0.0571,0.26002,0.48147,0.05451,0.26392,0.27649,0.10263,0.29071,0.07392,0.13401,0.23115,0.0845,0.17778,0.43332,0.03871,0.34934,0.12818,0.64246,0.33774,0.13723,0.45932,0.3339,0.00031,0.34674,0.27633,-0.16822,0.1926,0.232,-0.18124,0.24488,0.23959,-0.09559,0.05727,0.29371,-0.14539,0.07407,0.08574,0.39734,0.02559,0.2313,0.16037,0.45019,0.16218,0.23896,0.47333
421,4.2,0.16918,0.02328,1.47197,0.16881,-0.00467,1.22272,0.17846,0.17368,1.37717,0.1834,0.20964,1.22587,-0.00628,0.09761,1.43629,-0.07423,0.08457,1.11961,-0.04943,0.13958,0.86718,-0.0825,0.08044,0.87067,-0.09316,0.11127,0.79459,0.34446,0.08632,1.44625,0.44344,0.14195,1.13433,0.38029,0.29258,0.93995,0.43361,0.26418,0.92598,0.41971,0.31262,0.87111,0.06514,0.20232,0.95902,0.32664,0.16252,0.95147,0.12318,0.03209,1.05737,0.20894,0.02111,1.05439,0.0226,0.22369,0.66499,0.05684,0.26325,0.48147,0.05452,0.26557,0.27647,0.10288,0.29077,0.07389,0.13417,0.23124,0.08469,0.1779,0.4334,0.03863,0.34937,0.13956,0.64463,0.33816,0.15218,0.46223,0.33386,0.01479,0.3506,0.27564,-0.15499,0.19853,0.23009,-0.1668,0.24986,0.2449,-0.08188,0.06164,0.29645,-0.13315,0.08084,0.08575,0.39735,0.02562,0.23174,0.17582,0.45288,0.16198,0.24204,0.47349
422,4.21,0.16812,0.03023,1.47352,0.16748,0.00203,1.2242,0.17772,0.18069,1.37832,0.18245,0.21633,1.22693,-0.00712,0.10531,1.43774,-0.07572,0.09836,1.12093,-0.05043,0.16069,0.8704,-0.08371,0.10156,0.87186,-0.09481,0.1354,0.79733,0.34365,0.09318,1.44726,0.44214,0.14494,1.13434,0.38196,0.28871,0.93388,0.43559,0.26003,0.92195,0.42207,0.3062,0.86472,0.06407,0.20809,0.9597,0.32559,0.169,0.95324,0.12217,0.03837,1.05866,0.20795,0.02742,1.05574,0.02233,0.22784,0.6652,0.05665,0.26632,0.48148,0.05452,0.26722,0.27648,0.10309,0.29084,0.07387,0.13428,0.23135,0.08488,0.178,0.43346,0.03855,0.34942,0.15066,0.64698,0.33851,0.16665,0.46534,0.3336,0.02906,0.35427,0.27492,-0.14122,0.20348,0.22802,-0.15205,0.2536,0.25054,-0.06676,0.06579,0.29966,-0.11945,0.08715,0.08575,0.39735,0.02564,0.23216,0.19071,0.45579,0.16184,0.24495,0.47363
423,4.22,0.16706,0.03707,1.47505,0.16617,0.00858,1.22569,0.17703,0.18755,1.37944,0.18153,0.22286,1.22796,-0.00793,0.11289,1.43918,-0.07722,0.11191,1.12238,-0.05135,0.18155,0.87397,-0.08486,0.1225,0.87341,-0.09638,0.15928,0.80056,0.34288,0.0998,1.44826,0.44088,0.14771,1.13444,0.38371,0.28476,0.92843,0.43759,0.25579,0.91844,0.42455,0.29969,0.85905,0.06304,0.21365,0.96037,0.32454,0.17537,0.95507,0.12126,0.04443,1.05992,0.20706,0.03357,1.05713,0.02214,0.23188,0.66543,0.05652,0.26927,0.4815,0.05451,0.26887,0.27653,0.10328,0.29092,0.07386,0.13435,0.23146,0.08506,0.17808,0.4335,0.03849,0.34952,0.16148,0.64949,0.33882,0.18064,0.46859,0.33316,0.04312,0.35766,0.27429,-0.12691,0.20728,0.226,-0.13702,0.25605,0.25612,-0.05042,0.06953,0.30309,-0.10436,0.09268,0.08576,0.39736,0.02565,0.23256,0.20506,0.45887,0.16175,0.24771,0.47375
424,4.23,0.166,0.04383,1.47654,0.1649,0.01498,1.22717,0.17638,0.19425,1.38055,0.18065,0.22924,1.22899,-0.00871,0.12036,1.44061,-0.07871,0.12518,1.12396,-0.0522,0.20209,0.8779,-0.08595,0.14322,0.87535,-0.09787,0.18282,0.80426,0.34212,0.10618,1.44927,0.4397,0.15022,1.13463,0.38553,0.28077,0.92361,0.43959,0.25148,0.91546,0.42713,0.29314,0.85411,0.06203,0.21902,0.96103,0.32351,0.1816,0.95692,0.12046,0.05031,1.06115,0.20626,0.03956,1.05856,0.02203,0.23581,0.66568,0.05642,0.27212,0.48153,0.0545,0.27049,0.27661,0.10344,0.29099,0.07386,0.13441,0.23159,0.08525,0.17815,0.43354,0.03842,0.34966,0.17205,0.65212,0.33909,0.19413,0.47191,0.33267,0.05696,0.3607,0.27385,-0.11203,0.20978,0.22427,-0.12176,0.25721,0.26125,-0.03298,0.07268,0.30647,-0.08797,0.09714,0.08577,0.39736,0.02565,0.23296,0.21882,0.46207,0.16169,0.25037,0.47386
425,4.24,0.16494,0.05051,1.47798,0.16367,0.02124,1.22864,0.17578,0.20079,1.38164,0.1798,0.23546,1.22999,-0.00947,0.12771,1.44203,-0.08022,0.13814,1.12569,-0.05298,0.22226,0.88217,-0.08696,0.16364,0.87765,-0.09927,0.20594,0.80842,0.34138,0.11236,1.45029,0.4386,0.15243,1.13492,0.38741,0.2768,0.91944,0.44157,0.24712,0.91298,0.42978,0.28664,0.84988,0.06105,0.22423,0.96169,0.32249,0.1877,0.95878,0.11974,0.05601,1.06237,0.20555,0.04542,1.06003,0.02196,0.23967,0.66595,0.05637,0.27485,0.48157,0.0545,0.27201,0.27671,0.10358,0.29106,0.07386,0.13446,0.23172,0.08543,0.17822,0.43358,0.03837,0.34985,0.18235,0.65482,0.33934,0.20712,0.47522,0.3322,0.07063,0.36334,0.27367,-0.09659,0.21093,0.22301,-0.10633,0.25713,0.26561,-0.01454,0.07515,0.30955,-0.07039,0.10033,0.08577,0.39737,0.02566,0.2333,0.23196,0.46535,0.16165,0.25293,0.47397
426,4.25,0.16388,0.0571,1.47935,0.16249,0.02739,1.23007,0.1752,0.2072,1.3827,0.17896,0.24156,1.23098,-0.0102,0.13494,1.44347,-0.08172,0.15076,1.12753,-0.0537,0.24202,0.88676,-0.08788,0.18371,0.8803,-0.10056,0.22857,0.81298,0.34064,0.11834,1.4513,0.4376,0.15432,1.13529,0.38937,0.2729,0.91588,0.4435,0.24276,0.91097,0.43247,0.28024,0.84634,0.06012,0.22929,0.96232,0.32151,0.19366,0.96061,0.11911,0.06156,1.06356,0.20491,0.05114,1.06152,0.02195,0.24344,0.66623,0.05634,0.27746,0.48159,0.05449,0.2734,0.2768,0.10372,0.29113,0.07387,0.13453,0.23187,0.08561,0.17828,0.43362,0.03831,0.35006,0.19237,0.65755,0.33956,0.2196,0.47847,0.33185,0.08412,0.36549,0.27379,-0.08062,0.2107,0.22235,-0.09076,0.25586,0.26899,0.00481,0.07686,0.31215,-0.0517,0.10212,0.08577,0.39737,0.02566,0.23358,0.24446,0.46866,0.16165,0.25543,0.47409
427,4.26,0.16282,0.0636,1.48065,0.16135,0.03343,1.23145,0.17464,0.21348,1.38374,0.17814,0.24753,1.23194,-0.01091,0.14205,1.44489,-0.08323,0.16301,1.12947,-0.05437,0.26132,0.89166,-0.08873,0.20339,0.88329,-0.10175,0.25065,0.81791,0.3399,0.12415,1.45231,0.43672,0.15588,1.13574,0.39137,0.26911,0.9129,0.44536,0.23843,0.90938,0.43517,0.27402,0.84344,0.05923,0.23423,0.96292,0.32057,0.19948,0.96241,0.11854,0.06696,1.06473,0.20433,0.05673,1.06302,0.02197,0.24709,0.6665,0.05633,0.27995,0.4816,0.05449,0.27462,0.27689,0.10385,0.29119,0.07387,0.13461,0.23201,0.08579,0.17834,0.43366,0.03826,0.35028,0.20206,0.66025,0.33974,0.23154,0.4816,0.33167,0.09745,0.36713,0.27424,-0.06412,0.20913,0.22232,-0.0751,0.25347,0.27129,0.02501,0.0778,0.31418,-0.032,0.10249,0.08578,0.39738,0.02566,0.23376,0.25631,0.47197,0.16166,0.25784,0.47421
428,4.27,0.16177,0.06998,1.48188,0.16025,0.03939,1.23277,0.1741,0.21963,1.38473,0.17734,0.25338,1.23286,-0.01159,0.14903,1.4463,-0.08472,0.17487,1.13149,-0.05501,0.28015,0.89683,-0.08951,0.22262,0.88657,-0.10281,0.27212,0.82314,0.33915,0.12981,1.4533,0.43597,0.15711,1.13626,0.39341,0.26548,0.91047,0.44715,0.23416,0.90818,0.43783,0.26804,0.84113,0.0584,0.23905,0.96349,0.31969,0.20517,0.96414,0.11802,0.07225,1.06587,0.20382,0.0622,1.0645,0.02203,0.2506,0.66677,0.05634,0.2823,0.48159,0.0545,0.27567,0.27697,0.10398,0.29124,0.07388,0.13472,0.23217,0.08596,0.1784,0.43371,0.03822,0.35048,0.21138,0.66289,0.33987,0.24292,0.48458,0.33167,0.11064,0.3682,0.27497,-0.04713,0.2063,0.22291,-0.05935,0.25004,0.27257,0.04599,0.078,0.31562,-0.01139,0.10148,0.08579,0.39738,0.02566,0.23385,0.26753,0.47522,0.16169,0.26015,0.47435
429,4.28,0.16073,0.07626,1.48305,0.15919,0.04524,1.23403,0.17357,0.22565,1.38569,0.17656,0.25913,1.23374,-0.01226,0.1559,1.44768,-0.08621,0.18633,1.13356,-0.05562,0.29848,0.90227,-0.0902,0.24138,0.89011,-0.10373,0.29297,0.82863,0.33841,0.13532,1.45427,0.43536,0.15805,1.13686,0.39547,0.26205,0.90854,0.44885,0.23001,0.90732,0.44044,0.26234,0.83936,0.05764,0.24375,0.964,0.31887,0.21074,0.96581,0.11754,0.07742,1.06698,0.20334,0.06755,1.06595,0.02213,0.25395,0.66703,0.05634,0.28451,0.48157,0.05452,0.27659,0.27703,0.1041,0.29128,0.07388,0.13484,0.23232,0.08613,0.17845,0.43376,0.03817,0.35064,0.22029,0.66544,0.33994,0.25373,0.48739,0.33186,0.12372,0.36867,0.27596,-0.02967,0.2023,0.22402,-0.04349,0.24562,0.27296,0.06768,0.07753,0.31653,0.01003,0.09924,0.0858,0.39739,0.02567,0.23385,0.27811,0.47837,0.16172,0.26236,0.47449
430,4.29,0.15971,0.08242,1.48415,0.15815,0.05098,1.23523,0.17306,0.23156,1.38659,0.17582,0.26477,1.23457,-0.01292,0.16265,1.44902,-0.08768,0.19737,1.13565,-0.05624,0.31628,0.90793,-0.09081,0.2596,0.89387,-0.10448,0.31316,0.83432,0.33767,0.1407,1.4552,0.4349,0.15872,1.13751,0.39754,0.25884,0.90705,0.45046,0.22601,0.90676,0.44295,0.25699,0.83805,0.05696,0.24836,0.96447,0.31813,0.21619,0.96739,0.1171,0.0825,1.06805,0.20291,0.07278,1.06734,0.02228,0.25712,0.66728,0.05633,0.28659,0.48154,0.05455,0.27743,0.27707,0.10422,0.29132,0.07388,0.13497,0.23248,0.08628,0.17851,0.43383,0.03814,0.35075,0.22876,0.66787,0.33994,0.26395,0.49,0.33222,0.13671,0.36849,0.27713,-0.01176,0.19727,0.22553,-0.02749,0.24026,0.27268,0.08997,0.07648,0.31703,0.03214,0.09596,0.08581,0.3974,0.02567,0.23376,0.28804,0.48141,0.16175,0.26446,0.47465
431,4.3,0.1587,0.08848,1.4852,0.15714,0.05661,1.23637,0.17257,0.23736,1.38743,0.17512,0.2703,1.23535,-0.01355,0.16929,1.4503,-0.08915,0.20798,1.13774,-0.05685,0.3335,0.91376,-0.09134,0.27728,0.89781,-0.10504,0.33268,0.84016,0.33695,0.14596,1.4561,0.43459,0.15917,1.13823,0.39961,0.25588,0.90597,0.45197,0.2222,0.90645,0.44534,0.25203,0.83716,0.05635,0.25288,0.96489,0.31746,0.22152,0.96888,0.11669,0.08748,1.06909,0.20252,0.0779,1.06867,0.02247,0.26012,0.66752,0.05632,0.28853,0.48151,0.05461,0.27825,0.27708,0.10433,0.29135,0.07387,0.13509,0.23263,0.08643,0.17856,0.43389,0.03811,0.3508,0.23675,0.67017,0.33986,0.27357,0.4924,0.33275,0.14965,0.36762,0.27844,0.00654,0.19136,0.22733,-0.01132,0.23405,0.27198,0.11276,0.07497,0.31726,0.05481,0.09189,0.08581,0.3974,0.02567,0.23358,0.2973,0.48429,0.16176,0.26644,0.47481
432,4.31,0.15771,0.09445,1.4862,0.15615,0.06212,1.23746,0.1721,0.24305,1.38823,0.17447,0.27572,1.23607,-0.01415,0.17582,1.45151,-0.09061,0.21817,1.13979,-0.05743,0.35007,0.91971,-0.09178,0.29437,0.9019,-0.10542,0.35153,0.8461,0.33625,0.1511,1.45695,0.43441,0.15946,1.13901,0.40165,0.25319,0.90525,0.45339,0.21862,0.90635,0.44761,0.24747,0.83663,0.05583,0.25731,0.96529,0.31687,0.22672,0.97028,0.11631,0.09237,1.07009,0.20217,0.08293,1.06991,0.02268,0.26296,0.66775,0.05628,0.29033,0.48146,0.05467,0.27905,0.27708,0.10443,0.29137,0.07386,0.1352,0.23277,0.08656,0.17862,0.43397,0.03809,0.35079,0.24425,0.67232,0.33971,0.28258,0.49457,0.33342,0.16256,0.36605,0.27983,0.02519,0.18473,0.22927,0.00503,0.22705,0.27112,0.13592,0.07313,0.31739,0.07792,0.08728,0.08582,0.3974,0.02567,0.23331,0.30586,0.48699,0.16176,0.26832,0.47496
433,4.32,0.15675,0.10032,1.48716,0.15518,0.06751,1.23852,0.17167,0.24863,1.38896,0.1739,0.28105,1.23674,-0.01473,0.18225,1.45264,-0.09205,0.22792,1.1418,-0.05796,0.36596,0.92574,-0.09213,0.31086,0.9061,-0.10561,0.36969,0.85212,0.33558,0.15612,1.45776,0.43435,0.15965,1.13984,0.40367,0.25078,0.90484,0.45472,0.21531,0.90645,0.44974,0.24336,0.8364,0.05538,0.26168,0.96567,0.31636,0.2318,0.97157,0.11596,0.09718,1.07106,0.20185,0.08785,1.07109,0.02289,0.26568,0.66799,0.05623,0.29202,0.48142,0.05471,0.27985,0.27707,0.10452,0.29139,0.07385,0.13529,0.23289,0.0867,0.17867,0.43404,0.03807,0.35072,0.25125,0.67431,0.33949,0.29098,0.49649,0.33419,0.17546,0.36383,0.28127,0.04414,0.17754,0.23128,0.02158,0.21937,0.27031,0.15931,0.07111,0.31755,0.10133,0.08237,0.08582,0.39741,0.02567,0.23298,0.31369,0.48948,0.16172,0.27014,0.4751
434,4.33,0.15583,0.10611,1.48808,0.15425,0.07279,1.23953,0.17128,0.2541,1.38964,0.17339,0.28627,1.23736,-0.01526,0.18857,1.45368,-0.09347,0.23723,1.14373,-0.0584,0.38114,0.9318,-0.09238,0.32674,0.91037,-0.10562,0.38715,0.85819,0.33496,0.16101,1.45855,0.43439,0.15978,1.14072,0.40563,0.24868,0.90472,0.45597,0.21229,0.90672,0.45174,0.2397,0.83644,0.05501,0.266,0.96603,0.31593,0.23676,0.97279,0.11565,0.10191,1.07197,0.20156,0.09269,1.07218,0.0231,0.26831,0.66824,0.05616,0.29359,0.48137,0.05475,0.2806,0.27706,0.10461,0.2914,0.07384,0.13535,0.233,0.08683,0.17873,0.43412,0.03806,0.35059,0.25774,0.67613,0.33921,0.29876,0.49814,0.33504,0.1883,0.36104,0.28275,0.06331,0.16995,0.2333,0.03829,0.21113,0.26973,0.18281,0.06903,0.31784,0.1249,0.07738,0.08581,0.39741,0.02566,0.23257,0.32079,0.49174,0.16167,0.27195,0.47523
435,4.34,0.15496,0.11181,1.48896,0.15336,0.07795,1.24051,0.17095,0.25946,1.39027,0.17296,0.29137,1.23793,-0.01574,0.19479,1.45463,-0.09484,0.24612,1.14558,-0.05873,0.3956,0.93787,-0.09254,0.34198,0.91471,-0.10544,0.40391,0.86428,0.33437,0.16578,1.4593,0.43452,0.15991,1.14164,0.40751,0.24691,0.90483,0.45715,0.2096,0.90715,0.4536,0.2365,0.8367,0.05472,0.2703,0.96641,0.31558,0.24163,0.97393,0.11538,0.10656,1.07284,0.20131,0.09743,1.07321,0.02331,0.27086,0.66849,0.05609,0.29506,0.48132,0.05476,0.28131,0.27705,0.10469,0.29141,0.07382,0.13538,0.23308,0.08698,0.17878,0.4342,0.03806,0.35042,0.26369,0.67775,0.33887,0.30592,0.49954,0.33591,0.20103,0.3578,0.28426,0.08261,0.16214,0.23533,0.05512,0.2025,0.26946,0.20625,0.06702,0.31831,0.14851,0.0725,0.08581,0.3974,0.02565,0.23208,0.32717,0.49373,0.16159,0.27376,0.47532
436,4.35,0.15413,0.1174,1.48981,0.15253,0.083,1.24146,0.17067,0.26471,1.39086,0.17261,0.29637,1.23846,-0.01617,0.20089,1.45548,-0.09615,0.2546,1.14733,-0.05894,0.40934,0.94391,-0.09262,0.35656,0.91907,-0.10509,0.41996,0.87038,0.33384,0.17043,1.46005,0.4347,0.16008,1.14262,0.40931,0.24546,0.90517,0.45825,0.20725,0.90772,0.45534,0.23376,0.83717,0.05451,0.27459,0.96679,0.31531,0.2464,0.97502,0.11515,0.11115,1.07365,0.20109,0.1021,1.07416,0.02352,0.27338,0.66875,0.05602,0.29644,0.48127,0.05476,0.28197,0.27705,0.10477,0.29141,0.07381,0.13537,0.23315,0.08713,0.17883,0.43428,0.03806,0.35019,0.26909,0.67916,0.33845,0.31243,0.50067,0.3368,0.21353,0.3543,0.28582,0.10194,0.15427,0.23737,0.07199,0.19362,0.26947,0.22947,0.06517,0.31895,0.17201,0.06786,0.08581,0.3974,0.02565,0.23148,0.33286,0.49545,0.16149,0.27557,0.47538
437,4.36,0.15335,0.12289,1.49062,0.15177,0.08794,1.24237,0.17045,0.26983,1.39139,0.17233,0.30125,1.23895,-0.01654,0.20687,1.45623,-0.09738,0.26269,1.14897,-0.05903,0.42238,0.94991,-0.09261,0.37047,0.92344,-0.10457,0.43531,0.87648,0.33334,0.17497,1.46078,0.43493,0.16031,1.14364,0.41101,0.24435,0.90568,0.45929,0.20525,0.90842,0.45698,0.23149,0.8378,0.05437,0.27889,0.96719,0.31511,0.2511,0.97608,0.11497,0.11567,1.0744,0.20088,0.1067,1.07504,0.02375,0.27588,0.66901,0.05596,0.29775,0.4812,0.05476,0.28258,0.27704,0.10485,0.29141,0.0738,0.13533,0.23319,0.0873,0.17887,0.43435,0.03805,0.34993,0.27393,0.68034,0.33796,0.3183,0.50154,0.33765,0.22567,0.3507,0.28745,0.12119,0.14649,0.23948,0.08881,0.18467,0.26968,0.25232,0.06356,0.31973,0.19528,0.06356,0.08582,0.3974,0.02564,0.23076,0.33789,0.49689,0.1614,0.27732,0.47542
438,4.37,0.15263,0.12825,1.49139,0.15109,0.09277,1.24323,0.17029,0.27482,1.39189,0.17212,0.306,1.23941,-0.01686,0.21273,1.4569,-0.09851,0.27042,1.15049,-0.05898,0.43471,0.95583,-0.09253,0.38369,0.92779,-0.1039,0.44993,0.88256,0.3329,0.17938,1.46151,0.43518,0.16064,1.1447,0.41263,0.24357,0.90635,0.46026,0.2036,0.90923,0.45851,0.22968,0.83858,0.05428,0.2832,0.96762,0.31498,0.25571,0.97711,0.11481,0.12014,1.07508,0.2007,0.11122,1.07586,0.024,0.27838,0.66928,0.05589,0.29901,0.48114,0.05475,0.28314,0.27704,0.10493,0.2914,0.0738,0.13527,0.23322,0.08748,0.17891,0.43442,0.03804,0.34964,0.27826,0.68129,0.33738,0.32353,0.50217,0.33847,0.23727,0.34717,0.28913,0.14022,0.13896,0.24167,0.10547,0.17582,0.26996,0.2746,0.06224,0.32057,0.21817,0.05967,0.08582,0.3974,0.02564,0.2299,0.34228,0.49803,0.16132,0.27898,0.47545
439,4.38,0.15196,0.13346,1.49212,0.1505,0.09749,1.24404,0.17019,0.27967,1.39235,0.17198,0.31064,1.23984,-0.01714,0.21845,1.45748,-0.09956,0.27777,1.1519,-0.0588,0.44633,0.96164,-0.09238,0.39621,0.9321,-0.10311,0.4638,0.88857,0.33249,0.18369,1.46225,0.43546,0.16109,1.1458,0.41416,0.24312,0.90715,0.46118,0.20231,0.91015,0.45996,0.22832,0.83948,0.05423,0.28751,0.96805,0.3149,0.26026,0.97811,0.11469,0.12457,1.07569,0.20053,0.11569,1.0766,0.0243,0.28092,0.66956,0.05584,0.30023,0.48108,0.05474,0.28369,0.27704,0.105,0.29141,0.0738,0.13519,0.23325,0.08766,0.17893,0.43447,0.03801,0.34934,0.28215,0.68201,0.33669,0.32814,0.50255,0.33923,0.24818,0.34385,0.29084,0.15887,0.13179,0.24396,0.12184,0.16722,0.27022,0.29615,0.06122,0.3214,0.2405,0.05623,0.08584,0.3974,0.02564,0.22892,0.346,0.49887,0.16123,0.28054,0.47546
