Frame#,Time,C7,,,T10,,,CLAV,,,STRN,,,LSHO,,,LELB,,,LWRA,,,LWRB,,,LFIN,,,RSHO,,,RELB,,,RWRA,,,RWRB,,,RFIN,,,LASI,,,RASI,,,LPSI,,,RPSI,,,LTHI,,,LKNE,,,LTIB,,,LANK,,,LHEE,,,LTOE,,,RTHI,,,RKNE,,,RTIB,,,RANK,,,RHEE,,,RTOE,,,RPINKY,,,LPINKY,,,INRKNE,,,INLKNE,,
,,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20,X21,Y21,Z21,X22,Y22,Z22,X23,Y23,Z23,X24,Y24,Z24,X25,Y25,Z25,X26,Y26,Z26,X27,Y27,Z27,X28,Y28,Z28,X29,Y29,Z29,X30,Y30,Z30,X31,Y31,Z31,X32,Y32,Z32,X33,Y33,Z33,X34,Y34,Z34
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,1.26,0.17815,-2.12625,1.505,0.18304,-2.17374,1.25908,0.1906,-1.98695,1.39727,0.19185,-1.9637,1.24392,0.0056,-2.05781,1.46416,-0.06572,-2.05879,1.14728,-0.01611,-1.97273,0.90819,-0.0602,-2.02355,0.90097,-0.06074,-1.9779,0.83211,0.35636,-2.07053,1.47506,0.46616,-2.08838,1.16071,0.41558,-1.95776,0.95034,0.46198,-1.9947,0.9374,0.45528,-1.9497,0.88014,0.07562,-1.98873,0.97658,0.34149,-2.00878,0.98153,0.14366,-2.14767,1.08977,0.23007,-2.15342,1.08998,0.03144,-2.07089,0.67905,0.0535,-2.11187,0.49302,0.04097,-2.14871,0.29487,0.08579,-2.14492,0.08885,0.12473,-2.19476,0.10601,0.13902,-1.9953,0.05086,0.36992,-2.09638,0.68436,0.35279,-2.11398,0.49446,0.36622,-2.14328,0.31983,0.32192,-2.13846,0.07491,0.27634,-2.19187,0.09513,0.30076,-1.98419,0.05042,0.35642,-2.03782,0.03427,0.05439,-2.04173,0.04136,0.25031,-2.10796,0.49029,0.15666,-2.12835,0.48493
128,1.27,0.17702,-2.12506,1.50503,0.18201,-2.1729,1.25921,0.18954,-1.98585,1.39716,0.19088,-1.9628,1.24377,0.0045,-2.05658,1.46403,-0.06655,-2.0577,1.14708,-0.01664,-1.97185,0.90799,-0.06078,-2.0226,0.90077,-0.06123,-1.97698,0.83188,0.35524,-2.06932,1.47516,0.46521,-2.08709,1.16088,0.41425,-1.95629,0.95073,0.46079,-1.99305,0.93773,0.45395,-1.94795,0.88058,0.07478,-1.98811,0.97648,0.34064,-2.00828,0.98154,0.14268,-2.147,1.08977,0.22909,-2.15279,1.09003,0.03082,-2.07027,0.67895,0.05301,-2.11124,0.49291,0.0407,-2.14829,0.29478,0.08574,-2.14487,0.08881,0.12465,-2.19473,0.10597,0.13905,-1.99532,0.05085,0.36928,-2.09593,0.68441,0.3523,-2.11352,0.49452,0.3659,-2.143,0.31992,0.32185,-2.13845,0.07507,0.27623,-2.19183,0.0953,0.30075,-1.98419,0.05042,0.35641,-2.03786,0.03437,0.05442,-2.04173,0.04135,0.24981,-2.10746,0.49025,0.15618,-2.12786,0.48496
129,1.28,0.17585,-2.12383,1.50505,0.18095,-2.17203,1.25932,0.18847,-1.98472,1.39704,0.18988,-1.96188,1.24363,0.00338,-2.05531,1.46391,-0.06739,-2.05655,1.14687,-0.01717,-1.97097,0.90775,-0.06137,-2.02161,0.90056,-0.06172,-1.97603,0.83164,0.35408,-2.0681,1.47525,0.46425,-2.08581,1.16104,0.41293,-1.95487,0.95109,0.45962,-1.99146,0.93804,0.45264,-1.94626,0.88099,0.07392,-1.98746,0.97637,0.33976,-2.00776,0.98156,0.14166,-2.14632,1.08976,0.22808,-2.15214,1.09008,0.03018,-2.06962,0.67884,0.05249,-2.11058,0.49279,0.0404,-2.14785,0.29468,0.08569,-2.14482,0.08876,0.12457,-2.19471,0.10591,0.13909,-1.99534,0.05084,0.36865,-2.09543,0.68445,0.3518,-2.11302,0.49458,0.36557,-2.1427,0.32001,0.32176,-2.13844,0.07525,0.27611,-2.19178,0.09548,0.30074,-1.9842,0.05044,0.3564,-2.03789,0.03448,0.05444,-2.04173,0.04135,0.2493,-2.10693,0.49021,0.15568,-2.12737,0.48499
130,1.29,0.17466,-2.12258,1.50505,0.17986,-2.17113,1.25943,0.18737,-1.98356,1.39693,0.18887,-1.96093,1.24349,0.00223,-2.05401,1.46377,-0.06825,-2.05533,1.14665,-0.01768,-1.97011,0.90749,-0.06198,-2.02058,0.90033,-0.06222,-1.97505,0.83137,0.35291,-2.06686,1.47533,0.46327,-2.08455,1.1612,0.41164,-1.9535,0.95141,0.45846,-1.98994,0.93834,0.45136,-1.94466,0.88135,0.07303,-1.9868,0.97625,0.33887,-2.00721,0.98158,0.14062,-2.14561,1.08974,0.22705,-2.15147,1.09011,0.02952,-2.06895,0.67872,0.05195,-2.1099,0.49267,0.04007,-2.1474,0.29455,0.08563,-2.14477,0.08871,0.12446,-2.1947,0.10585,0.13913,-1.99537,0.05083,0.36802,-2.09489,0.68449,0.35128,-2.11248,0.49462,0.36524,-2.14238,0.32009,0.32167,-2.13843,0.07543,0.27599,-2.19174,0.09568,0.30072,-1.98421,0.05045,0.35638,-2.03794,0.0346,0.05447,-2.04174,0.04135,0.24878,-2.10636,0.49016,0.15516,-2.12688,0.48503
131,1.3,0.17344,-2.1213,1.50506,0.17873,-2.17021,1.25954,0.18625,-1.98237,1.39681,0.18785,-1.95995,1.24334,0.00106,-2.05267,1.46363,-0.06913,-2.05407,1.14643,-0.01818,-1.96928,0.90719,-0.0626,-2.01952,0.90009,-0.06272,-1.97404,0.83109,0.35171,-2.06559,1.4754,0.46226,-2.08331,1.16135,0.41037,-1.95219,0.9517,0.45731,-1.9885,0.93862,0.45012,-1.94313,0.88168,0.07213,-1.9861,0.97614,0.33795,-2.00664,0.9816,0.13957,-2.14489,1.08972,0.22599,-2.15076,1.09015,0.02884,-2.06824,0.67859,0.05139,-2.10918,0.49255,0.03971,-2.14691,0.29441,0.08555,-2.14472,0.08865,0.12434,-2.19469,0.10578,0.13918,-1.9954,0.05082,0.36738,-2.09429,0.68451,0.35075,-2.11188,0.49467,0.36489,-2.14203,0.32017,0.32159,-2.13842,0.07563,0.27586,-2.19169,0.0959,0.30071,-1.98422,0.05046,0.35636,-2.03799,0.03472,0.05449,-2.04174,0.04135,0.24825,-2.10575,0.49009,0.15461,-2.12639,0.48506
132,1.31,0.17221,-2.12,1.50506,0.17758,-2.16925,1.25964,0.18511,-1.98116,1.39669,0.1868,-1.95893,1.2432,-0.00013,-2.05128,1.46348,-0.07002,-2.05274,1.14619,-0.01866,-1.96846,0.90687,-0.06322,-2.01842,0.89982,-0.06322,-1.97301,0.83078,0.35049,-2.06429,1.47546,0.46123,-2.08211,1.1615,0.40915,-1.95094,0.95196,0.45618,-1.98715,0.93887,0.44891,-1.94169,0.88197,0.07121,-1.98538,0.97602,0.33701,-2.00603,0.98163,0.13848,-2.14414,1.08969,0.22491,-2.15002,1.09018,0.02812,-2.06751,0.67846,0.0508,-2.10842,0.49241,0.03933,-2.1464,0.29425,0.08547,-2.14468,0.08858,0.12421,-2.19469,0.10571,0.13924,-1.99544,0.05081,0.36676,-2.09363,0.68453,0.35021,-2.11121,0.4947,0.36453,-2.14162,0.32025,0.3215,-2.13841,0.07585,0.27574,-2.19165,0.09614,0.3007,-1.98424,0.05048,0.35635,-2.03804,0.03485,0.05452,-2.04175,0.04135,0.24771,-2.10507,0.49001,0.15404,-2.12588,0.4851
133,1.32,0.17096,-2.11866,1.50505,0.17639,-2.16826,1.25975,0.18395,-1.97991,1.39657,0.18573,-1.95789,1.24304,-0.00135,-2.04986,1.46333,-0.07092,-2.05135,1.14595,-0.01914,-1.96763,0.90653,-0.06386,-2.01728,0.89955,-0.06372,-1.97194,0.83046,0.34926,-2.06298,1.47552,0.46018,-2.08094,1.16166,0.40795,-1.94976,0.95219,0.45507,-1.98588,0.9391,0.44775,-1.94035,0.88222,0.07027,-1.98463,0.97591,0.33604,-2.00538,0.98166,0.13738,-2.14337,1.08967,0.22381,-2.14925,1.09021,0.02739,-2.06674,0.67833,0.05019,-2.10761,0.49228,0.03892,-2.14584,0.29408,0.08537,-2.14463,0.08851,0.12406,-2.19469,0.10562,0.1393,-1.99549,0.05079,0.36614,-2.0929,0.68454,0.34965,-2.11043,0.49473,0.36416,-2.14116,0.32031,0.32142,-2.1384,0.07609,0.27562,-2.19159,0.09641,0.30068,-1.98425,0.05049,0.35633,-2.03809,0.03499,0.05455,-2.04177,0.04135,0.24716,-2.10431,0.48991,0.15345,-2.12535,0.48512
134,1.33,0.16969,-2.1173,1.50505,0.17518,-2.16724,1.25986,0.18278,-1.97863,1.39644,0.18464,-1.95682,1.24288,-0.00259,-2.04838,1.46318,-0.07182,-2.0499,1.14569,-0.01962,-1.96673,0.90618,-0.06449,-2.0161,0.89926,-0.06422,-1.97083,0.83013,0.34801,-2.06164,1.47558,0.45911,-2.0798,1.16181,0.40679,-1.94865,0.95237,0.45397,-1.9847,0.9393,0.44662,-1.93912,0.88242,0.0693,-1.98385,0.97579,0.33505,-2.00471,0.9817,0.13625,-2.14257,1.08964,0.22268,-2.14844,1.09024,0.02663,-2.06593,0.67821,0.04956,-2.10675,0.49213,0.03849,-2.14525,0.29389,0.08527,-2.14458,0.08844,0.12389,-2.1947,0.10554,0.13936,-1.99553,0.05078,0.36552,-2.09209,0.68455,0.34908,-2.10955,0.49474,0.36379,-2.14062,0.32038,0.32134,-2.13838,0.07637,0.27551,-2.19153,0.09672,0.30067,-1.98427,0.0505,0.35632,-2.03815,0.03514,0.05456,-2.04178,0.04135,0.2466,-2.10345,0.4898,0.15285,-2.12477,0.48515
135,1.34,0.1684,-2.11589,1.50505,0.17394,-2.1662,1.25997,0.18159,-1.97731,1.39632,0.18353,-1.95573,1.24271,-0.00386,-2.04686,1.46302,-0.07273,-2.04839,1.14543,-0.0201,-1.96575,0.90582,-0.06513,-2.01487,0.89897,-0.06472,-1.96969,0.82978,0.34675,-2.06027,1.47563,0.45801,-2.0787,1.16197,0.40567,-1.94762,0.95251,0.4529,-1.98361,0.93947,0.44554,-1.938,0.88259,0.06832,-1.98305,0.97567,0.33402,-2.004,0.98176,0.13509,-2.14176,1.08961,0.22153,-2.14761,1.09028,0.02585,-2.06507,0.67808,0.04891,-2.10584,0.49198,0.03805,-2.14462,0.2937,0.08516,-2.14454,0.08837,0.12372,-2.1947,0.10545,0.13942,-1.99558,0.05076,0.36492,-2.09119,0.68455,0.3485,-2.10853,0.49474,0.3634,-2.14,0.32045,0.32127,-2.13835,0.07667,0.27541,-2.19146,0.09708,0.30065,-1.98428,0.05051,0.3563,-2.0382,0.0353,0.05457,-2.04179,0.04133,0.24602,-2.10247,0.48968,0.15225,-2.12412,0.48516
136,1.35,0.16709,-2.11445,1.50506,0.17268,-2.16512,1.26009,0.18039,-1.97596,1.39619,0.1824,-1.9546,1.24254,-0.00515,-2.04529,1.46287,-0.07365,-2.04679,1.14516,-0.02058,-1.96471,0.90546,-0.06577,-2.01359,0.89867,-0.0652,-1.96851,0.82943,0.34547,-2.05888,1.47569,0.45689,-2.07763,1.16213,0.40458,-1.94666,0.9526,0.45184,-1.98262,0.93961,0.4445,-1.937,0.88272,0.06731,-1.98222,0.97555,0.33296,-2.00326,0.98182,0.13391,-2.14093,1.08959,0.22036,-2.14675,1.09032,0.02506,-2.06417,0.67796,0.04826,-2.10487,0.49182,0.03759,-2.14395,0.29351,0.08505,-2.1445,0.0883,0.12355,-2.19472,0.10537,0.13948,-1.99562,0.05073,0.36431,-2.09018,0.68456,0.3479,-2.10736,0.49473,0.363,-2.13928,0.32053,0.3212,-2.13831,0.07702,0.27531,-2.19137,0.09748,0.30062,-1.98429,0.05051,0.35629,-2.03824,0.03547,0.05457,-2.04181,0.04132,0.24542,-2.10135,0.48955,0.15164,-2.12337,0.48516
137,1.36,0.16577,-2.11297,1.50508,0.17138,-2.16402,1.26022,0.17918,-1.97458,1.39607,0.18125,-1.95344,1.24238,-0.00646,-2.04366,1.46271,-0.07457,-2.04512,1.14489,-0.02104,-1.96361,0.9051,-0.0664,-2.01226,0.89838,-0.06567,-1.96729,0.82907,0.34417,-2.05747,1.47576,0.45575,-2.0766,1.1623,0.40353,-1.94577,0.95266,0.45079,-1.98173,0.93971,0.4435,-1.93612,0.8828,0.06628,-1.98137,0.97544,0.33187,-2.0025,0.98191,0.1327,-2.14007,1.08957,0.21916,-2.14586,1.09038,0.02426,-2.06322,0.67785,0.0476,-2.10385,0.49166,0.03714,-2.14327,0.29334,0.08494,-2.14447,0.08822,0.12338,-2.19473,0.1053,0.13954,-1.99566,0.05071,0.36371,-2.08906,0.68457,0.34728,-2.10602,0.49471,0.36259,-2.13844,0.32061,0.32113,-2.13825,0.07741,0.27521,-2.19125,0.09795,0.3006,-1.98429,0.05051,0.35627,-2.03828,0.03566,0.05456,-2.04182,0.04129,0.24479,-2.10007,0.48942,0.15104,-2.12252,0.48515
138,1.37,0.16442,-2.11145,1.50511,0.17004,-2.1629,1.26038,0.17795,-1.97316,1.39595,0.18009,-1.95226,1.24223,-0.00779,-2.04198,1.46257,-0.07549,-2.04337,1.14462,-0.0215,-1.96246,0.90474,-0.06703,-2.01089,0.89808,-0.06612,-1.96602,0.82871,0.34286,-2.05603,1.47583,0.45459,-2.07562,1.16248,0.40251,-1.94497,0.95267,0.44977,-1.98094,0.9398,0.44253,-1.93538,0.88285,0.06523,-1.98051,0.97533,0.33076,-2.00171,0.982,0.13147,-2.1392,1.08956,0.21793,-2.14496,1.09044,0.02345,-2.06223,0.67774,0.04694,-2.10277,0.49148,0.03671,-2.14257,0.29318,0.08483,-2.14444,0.08816,0.12321,-2.19474,0.10523,0.13959,-1.99569,0.05068,0.36309,-2.08781,0.68459,0.34664,-2.10451,0.49468,0.36216,-2.13748,0.3207,0.32105,-2.13817,0.07785,0.27511,-2.19111,0.09848,0.30056,-1.98428,0.05051,0.35625,-2.03832,0.03587,0.05453,-2.04184,0.04125,0.24413,-2.09861,0.48929,0.15045,-2.12155,0.48512
139,1.38,0.16306,-2.10989,1.50516,0.16868,-2.16175,1.26055,0.17671,-1.97171,1.39583,0.17892,-1.95105,1.24209,-0.00914,-2.04024,1.46244,-0.07642,-2.04154,1.14436,-0.02194,-1.96124,0.90439,-0.06764,-2.00946,0.89779,-0.06655,-1.9647,0.82834,0.34153,-2.05456,1.47591,0.45341,-2.07468,1.16268,0.40153,-1.94424,0.95265,0.44877,-1.98026,0.93985,0.44159,-1.93477,0.88286,0.06416,-1.97963,0.97524,0.32962,-2.0009,0.98212,0.13021,-2.13831,1.08955,0.21668,-2.14404,1.09051,0.02265,-2.06119,0.67764,0.04628,-2.10164,0.49131,0.0363,-2.14188,0.29304,0.08473,-2.14441,0.08809,0.12306,-2.19475,0.10516,0.13963,-1.99571,0.05064,0.36246,-2.08642,0.6846,0.34598,-2.10282,0.49465,0.3617,-2.13638,0.3208,0.32097,-2.13807,0.07834,0.275,-2.19094,0.09909,0.30053,-1.98427,0.05051,0.35622,-2.03836,0.0361,0.05448,-2.04186,0.04121,0.24344,-2.09696,0.48917,0.14988,-2.12045,0.48508
140,1.39,0.16167,-2.10828,1.50524,0.16728,-2.16058,1.26073,0.17546,-1.97024,1.39572,0.17773,-1.94981,1.24196,-0.0105,-2.03843,1.46232,-0.07736,-2.03962,1.14411,-0.02239,-1.95992,0.90404,-0.06823,-2.00797,0.89751,-0.06696,-1.96335,0.82797,0.34019,-2.05307,1.476,0.45221,-2.07378,1.16289,0.40058,-1.94362,0.9526,0.44779,-1.9797,0.93989,0.44069,-1.9343,0.88284,0.06307,-1.97873,0.97515,0.32846,-2.00008,0.98226,0.12893,-2.13742,1.08955,0.2154,-2.14311,1.09059,0.02186,-2.06011,0.67755,0.04562,-2.10046,0.49113,0.03591,-2.14118,0.2929,0.08464,-2.14439,0.08802,0.12293,-2.19476,0.1051,0.13966,-1.99572,0.05061,0.36179,-2.0849,0.68462,0.3453,-2.10093,0.49461,0.36121,-2.13515,0.3209,0.32086,-2.13795,0.0789,0.27486,-2.19074,0.09978,0.30048,-1.98424,0.05051,0.35619,-2.03839,0.03634,0.05443,-2.04188,0.04116,0.24272,-2.09509,0.48904,0.14932,-2.11924,0.48504
141,1.4,0.16026,-2.10662,1.50534,0.16586,-2.15938,1.26094,0.17419,-1.96874,1.39561,0.17652,-1.94855,1.24182,-0.01188,-2.03656,1.46222,-0.07829,-2.0376,1.14388,-0.02285,-1.9585,0.90371,-0.0688,-2.00641,0.89724,-0.06734,-1.96195,0.8276,0.33883,-2.05156,1.4761,0.45099,-2.07294,1.16311,0.39968,-1.94311,0.95252,0.44683,-1.97927,0.93992,0.43982,-1.93398,0.88279,0.06197,-1.97783,0.97508,0.32728,-1.99925,0.98243,0.12763,-2.13651,1.08956,0.2141,-2.14217,1.09069,0.02108,-2.059,0.67746,0.04497,-2.09922,0.49094,0.03556,-2.14047,0.29277,0.08456,-2.14436,0.08796,0.12281,-2.19476,0.10504,0.13969,-1.99573,0.05058,0.3611,-2.08324,0.68465,0.3446,-2.09885,0.49457,0.3607,-2.13378,0.32101,0.32073,-2.13782,0.07952,0.27469,-2.19051,0.10057,0.30043,-1.98421,0.0505,0.35614,-2.03844,0.03661,0.05438,-2.0419,0.0411,0.24197,-2.09299,0.48892,0.14878,-2.11792,0.485
142,1.41,0.15883,-2.1049,1.50548,0.16441,-2.15815,1.26116,0.17292,-1.9672,1.3955,0.1753,-1.94728,1.24169,-0.01327,-2.03461,1.46214,-0.07923,-2.03548,1.14365,-0.02333,-1.95693,0.90341,-0.06933,-2.00477,0.89699,-0.0677,-1.9605,0.82721,0.33745,-2.05003,1.4762,0.44977,-2.07216,1.16336,0.39882,-1.94273,0.95242,0.44591,-1.97898,0.93994,0.43899,-1.93381,0.88271,0.06085,-1.97693,0.97502,0.3261,-1.9984,0.98261,0.12632,-2.13559,1.08958,0.21279,-2.14122,1.09078,0.02031,-2.05786,0.67737,0.04433,-2.09793,0.49076,0.03524,-2.13975,0.29265,0.08449,-2.14434,0.0879,0.12271,-2.19476,0.10499,0.13971,-1.99574,0.05055,0.36036,-2.08145,0.68467,0.34388,-2.09655,0.49451,0.36015,-2.13227,0.32111,0.32056,-2.13766,0.08021,0.27448,-2.19024,0.10145,0.30038,-1.98418,0.05049,0.35607,-2.03849,0.0369,0.05432,-2.04192,0.04105,0.24119,-2.09064,0.48879,0.14825,-2.11651,0.48496
143,1.42,0.1574,-2.10312,1.50564,0.16293,-2.1569,1.2614,0.17165,-1.96564,1.39539,0.17407,-1.94597,1.24156,-0.01466,-2.03259,1.46208,-0.08017,-2.03325,1.14345,-0.02383,-1.95519,0.90314,-0.06983,-2.00302,0.89676,-0.06802,-1.95899,0.82682,0.33607,-2.04847,1.47631,0.44854,-2.07145,1.16362,0.39801,-1.9425,0.95229,0.44501,-1.97883,0.93994,0.43821,-1.9338,0.88261,0.05972,-1.97603,0.97496,0.3249,-1.99755,0.98281,0.12499,-2.13466,1.08961,0.21146,-2.14026,1.09089,0.01956,-2.05669,0.6773,0.0437,-2.09658,0.49056,0.03494,-2.13898,0.29253,0.08443,-2.14431,0.08783,0.12262,-2.19475,0.10493,0.13973,-1.99574,0.05052,0.35958,-2.07953,0.68469,0.34315,-2.09403,0.49444,0.35958,-2.13061,0.32121,0.32036,-2.13749,0.08097,0.27422,-2.18994,0.10244,0.30033,-1.98414,0.05049,0.35599,-2.03856,0.03722,0.05426,-2.04195,0.04099,0.24038,-2.08803,0.48864,0.14774,-2.11502,0.48492
144,1.43,0.15595,-2.10129,1.50583,0.16144,-2.15562,1.26164,0.17038,-1.96403,1.39527,0.17283,-1.94464,1.24141,-0.01605,-2.03048,1.46204,-0.0811,-2.0309,1.14326,-0.02436,-1.95323,0.90291,-0.07029,-2.00114,0.89655,-0.06832,-1.95739,0.82643,0.33468,-2.04689,1.47642,0.4473,-2.07082,1.1639,0.39725,-1.94241,0.95214,0.44414,-1.97886,0.93994,0.43747,-1.93396,0.88248,0.05857,-1.97514,0.97491,0.3237,-1.99669,0.98302,0.12367,-2.13372,1.08964,0.21013,-2.1393,1.091,0.01882,-2.0555,0.67722,0.04307,-2.09518,0.49036,0.03466,-2.13818,0.29241,0.08437,-2.14427,0.08776,0.12253,-2.19473,0.10486,0.13974,-1.99575,0.0505,0.35877,-2.07747,0.68471,0.3424,-2.09127,0.49434,0.35898,-2.1288,0.3213,0.32012,-2.13731,0.0818,0.27391,-2.1896,0.10354,0.30027,-1.9841,0.05049,0.35589,-2.03865,0.03756,0.0542,-2.04197,0.04094,0.23954,-2.08513,0.48848,0.14724,-2.11347,0.48488
145,1.44,0.15449,-2.0994,1.50604,0.15994,-2.15431,1.26188,0.16911,-1.9624,1.39515,0.17157,-1.94329,1.24126,-0.01744,-2.02829,1.46202,-0.08203,-2.02841,1.1431,-0.02492,-1.95101,0.90272,-0.0707,-1.99909,0.89637,-0.06859,-1.95567,0.82603,0.3333,-2.04529,1.47653,0.44606,-2.07028,1.1642,0.39655,-1.94249,0.95196,0.44332,-1.97906,0.93992,0.43678,-1.9343,0.88232,0.05742,-1.97424,0.97487,0.3225,-1.99581,0.98323,0.12236,-2.13277,1.08967,0.2088,-2.13833,1.09111,0.01808,-2.05428,0.67715,0.04244,-2.09373,0.49015,0.03439,-2.13732,0.29229,0.08432,-2.14422,0.08769,0.12245,-2.19471,0.10479,0.13976,-1.99576,0.05047,0.3579,-2.07529,0.68471,0.34166,-2.08825,0.49423,0.35836,-2.12681,0.32139,0.31985,-2.1371,0.08273,0.27357,-2.18921,0.10475,0.30022,-1.98406,0.05049,0.35578,-2.03875,0.03793,0.05414,-2.042,0.04089,0.23869,-2.08193,0.48829,0.14673,-2.11187,0.48484
146,1.45,0.15303,-2.09746,1.50626,0.15845,-2.15297,1.26212,0.16785,-1.96073,1.39501,0.17032,-1.94191,1.2411,-0.01882,-2.02601,1.462,-0.08295,-2.02576,1.14294,-0.02552,-1.94847,0.90257,-0.07107,-1.99681,0.89622,-0.06881,-1.95375,0.82563,0.33191,-2.04367,1.47664,0.44482,-2.06984,1.1645,0.39592,-1.94272,0.95174,0.44254,-1.97947,0.93988,0.43616,-1.93484,0.88211,0.05627,-1.97334,0.97482,0.3213,-1.99492,0.98342,0.12106,-2.13181,1.08969,0.20748,-2.13735,1.09121,0.01735,-2.05305,0.67707,0.04182,-2.09225,0.48994,0.03413,-2.13642,0.29217,0.08426,-2.14417,0.08762,0.12237,-2.19468,0.10472,0.13977,-1.99576,0.05044,0.357,-2.07295,0.68468,0.34091,-2.08496,0.49407,0.35771,-2.12465,0.32146,0.31956,-2.13687,0.08373,0.27319,-2.18878,0.10608,0.30016,-1.98401,0.05049,0.35565,-2.03886,0.03833,0.05408,-2.04202,0.04085,0.23782,-2.07842,0.48807,0.14622,-2.11024,0.48479
147,1.46,0.15157,-2.09548,1.50647,0.15696,-2.1516,1.26235,0.1666,-1.95902,1.39486,0.16906,-1.94049,1.24092,-0.02018,-2.02366,1.46199,-0.08386,-2.02294,1.1428,-0.02614,-1.94557,0.90248,-0.07139,-1.99424,0.89609,-0.069,-1.95158,0.82524,0.33054,-2.04205,1.47672,0.44358,-2.06952,1.16479,0.39534,-1.94312,0.95149,0.4418,-1.98009,0.93981,0.43562,-1.93559,0.88186,0.05511,-1.97243,0.97476,0.3201,-1.99401,0.9836,0.11977,-2.13082,1.08971,0.20617,-2.13636,1.09128,0.01663,-2.05179,0.67698,0.0412,-2.09075,0.48971,0.03387,-2.1355,0.29203,0.08421,-2.14411,0.08753,0.12229,-2.19464,0.10463,0.13978,-1.99577,0.05041,0.35606,-2.07045,0.68462,0.34016,-2.08137,0.49388,0.35706,-2.12228,0.32152,0.31925,-2.13661,0.08483,0.27279,-2.1883,0.10752,0.3001,-1.98396,0.0505,0.35552,-2.03897,0.03877,0.05403,-2.04204,0.0408,0.23694,-2.07459,0.4878,0.14572,-2.1086,0.48474
148,1.47,0.15011,-2.09346,1.50666,0.15548,-2.1502,1.26256,0.16538,-1.95729,1.39469,0.16781,-1.93906,1.24073,-0.02151,-2.02124,1.46197,-0.08475,-2.01995,1.14265,-0.02677,-1.94224,0.90246,-0.07166,-1.99131,0.89598,-0.06913,-1.94906,0.82488,0.32918,-2.04041,1.47678,0.44235,-2.06931,1.16508,0.39483,-1.94369,0.95118,0.44111,-1.98095,0.93969,0.43517,-1.93658,0.88154,0.05396,-1.9715,0.9747,0.31891,-1.99308,0.98376,0.11851,-2.12982,1.08971,0.20488,-2.13536,1.09134,0.0159,-2.05053,0.67689,0.04058,-2.08924,0.48947,0.03362,-2.13457,0.29189,0.08416,-2.14404,0.08745,0.12221,-2.19459,0.10455,0.13979,-1.99577,0.05038,0.35509,-2.06777,0.68451,0.33943,-2.07746,0.49365,0.35639,-2.1197,0.32157,0.31893,-2.13631,0.08602,0.27237,-2.18776,0.10904,0.30004,-1.98389,0.05051,0.35538,-2.03908,0.03923,0.05397,-2.04207,0.04075,0.23606,-2.07041,0.48749,0.1452,-2.10696,0.48467
149,1.48,0.14865,-2.09142,1.50681,0.15402,-2.14877,1.26275,0.16419,-1.95552,1.3945,0.16657,-1.93761,1.2405,-0.02282,-2.01874,1.46192,-0.08564,-2.01674,1.14249,-0.02739,-1.93844,0.9025,-0.07188,-1.98798,0.89589,-0.06921,-1.94608,0.82455,0.32783,-2.03878,1.4768,0.44113,-2.06924,1.16535,0.39437,-1.94448,0.95081,0.44047,-1.98206,0.93951,0.43481,-1.93783,0.88116,0.05281,-1.97055,0.97461,0.31771,-1.99212,0.98388,0.11728,-2.12878,1.08969,0.20361,-2.13434,1.09136,0.01518,-2.04926,0.67678,0.03997,-2.08776,0.48923,0.03338,-2.13365,0.29174,0.08411,-2.14397,0.08736,0.12213,-2.19455,0.10445,0.1398,-1.99577,0.05035,0.35408,-2.06488,0.68435,0.33871,-2.07322,0.49338,0.35571,-2.1169,0.32161,0.31862,-2.13595,0.08728,0.27194,-2.18714,0.11063,0.29997,-1.9838,0.05053,0.35524,-2.03916,0.03973,0.0539,-2.04209,0.0407,0.2352,-2.06589,0.48714,0.14469,-2.10534,0.4846
